"year","month","fleet","sex","partition","input_n","f10","f12","f14","f16","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","m10","m12","m14","m16","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74"
2019,"Month","fixed-OR",0,1,97,0,0,0,0,0,0,0.395245555284074,1.97622777642037,4.03150466389755,3.63625910861348,4.8219957744657,6.71917443982925,8.69540221624962,10.2763844373859,7.11441999511333,6.72204895295859,5.92868332926111,2.37147333170444,5.13819221869296,5.53343777397703,4.34770110812481,4.74294666340889,2.84576799804533,4.42675021918163,1.5809822211363,2.37147333170444,1.97622777642037,1.18573666585222,0.790491110568148,1.5809822211363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Month","fixed-WA",0,1,6,0,0,0,0,0,0,0,0,0.366673831746023,0,0,0,0,0.75863551395729,0,0.366673831746023,0.366673831746023,0,0.92932850459768,0.366673831746023,0.733347663492047,0.733347663492047,0.366673831746023,1.46669532698409,2.20004299047614,0.733347663492047,0.92932850459768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Month","trawl-CA",0,1,1,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Month","trawl-OR",0,1,2,0,0,3.33333333333333,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Month","trawl-WA",0,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Month","fixed-CA",0,1,15,0,0,0,0,0,3.69719598799326,0,0,3.69719598799326,3.69719598799326,3.69719598799326,7.39439197598653,3.69719598799326,7.39439197598653,3.69719598799326,11.1794421260707,3.69719598799326,0,0,3.69719598799326,3.69719598799326,14.876638114064,0,0,0,3.69719598799326,11.0915879639798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Month","fixed-OR",0,1,85,0,0,0.400230532786885,0,0,0,1.36078381147541,2.00115266393443,2.72156762295082,1.60092213114754,5.28304303278689,4.48258196721311,7.82146516393443,6.71234631147541,2.32133709016393,7.4327612704918,8.39331454918033,5.20299692622951,5.9234118852459,4.72272028688525,5.60322745901639,6.88396516393443,5.9234118852459,2.40138319672131,3.52202868852459,2.48142930327869,0.400230532786885,1.60092213114754,0.400230532786885,0.400230532786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Month","trawl-CA",0,1,2,0,0,0,0,0,16.6666666666667,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Month","trawl-OR",0,1,3,0,0,0,0,0,3.07392796762129,0,3.07392796762129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Month","fixed-CA",0,1,49,0.398180231622288,0,0,0,0,0.398180231622288,0.398180231622288,0,2.35288318685897,4.06505818283481,1.69226598439472,6.13197556698323,9.17986424903748,11.232302352036,5.27769797913905,11.8512916211943,10.5191977554034,8.26585962644995,5.05573367980918,4.44332940287599,3.78452211055547,2.2099002855037,2.88861658940532,3.38453196878945,0.796360463244576,0,0.49772528952786,0,0,0.398180231622288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Month","fixed-OR",0,1,74,0,0,0,0,0,0,1.29591620957871,1.49030364101551,1.29591620957871,0.647958104789354,1.36071202005764,2.52703660867848,6.47958104789354,9.78416738231925,4.2117276811308,8.29286688268098,4.2117276811308,6.11926196752397,3.23979052394677,3.49897376586251,4.14693187065187,2.59183241915742,3.62524413154438,4.11158870129972,0.84234553622616,2.16771438693166,0.907141346705096,1.49030364101551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Month","fixed-WA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37429853341542,0,0,0,0,0,0,0,1.37429853341542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Month","trawl-CA",0,1,5,0,0,0,0,0,16.6666666666667,0,16.6666666666667,16.6666666666667,16.6666666666667,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Month","trawl-OR",0,1,7,0,0,2.85714285714286,0,0,0,0,2.85714285714286,17.1428571428571,0,2.85714285714286,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Month","fixed-CA",0,1,67,0,0,0,0,0.379082241892379,0.473852802365473,0.473852802365473,0.852935044257852,0.947705604730946,2.55880513277356,0.473852802365473,0.947705604730946,1.42155840709642,3.5065107375045,4.26467522128926,2.84311681419284,4.26467522128926,8.24503876115923,7.58164483784757,5.68623362838568,7.77118595879376,7.29733315642829,6.06531587027806,9.95090884967494,6.16008643075115,6.82348035406281,3.5065107375045,0.947705604730946,0.473852802365473,0.473852802365473,0,0,0.379082241892379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Month","fixed-OR",0,1,79,0,0,0,0,0,0,0.28731809196314,0.804490657496791,0.897869037384811,1.49405407820833,3.05822745266956,2.97234724465382,3.17508400449962,5.41308671368393,5.69673843809002,5.53109235859736,5.49324828205717,6.1833728364232,6.4349684294235,3.10882333833631,3.55428933791983,4.95474594793321,5.31047310941138,3.56523478904223,2.97965315399355,1.50499952933073,2.90738545438891,0.861954275889419,0.289247407007941,0,0.28731809196314,0,0.28731809196314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Month","fixed-WA",0,1,5,0,0,0,0,0,0,0,0,0.320427329528259,0,0,0,0,0,0.678893476158136,0.37901975549914,1.76139012777071,0,0,0,0,0.678893476158136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Month","trawl-CA",0,1,4,0,0,0,0,0,0,25,0,25,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Month","trawl-OR",0,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Month","fixed-CA",0,1,24,0,0,0,0,0,0,1.04166666666667,1.04166666666667,0,1.04166666666667,1.04166666666667,1.04166666666667,1.04166666666667,2.91666666666667,2.08333333333333,1.04166666666667,6.25,6.25,6.875,5.20833333333333,8.125,5.20833333333333,5.20833333333333,4.16666666666667,8.125,7.29166666666667,0,3.125,1.04166666666667,3.125,0,1.04166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Month","fixed-OR",0,1,76,0,0,0,0,0,0,0,0.270458866366396,1.35229433183198,1.40638610510526,2.21776270420445,2.43412979729756,2.16367093093117,4.32734186186233,2.27185447747773,5.76077385360423,4.70598427477529,6.81556343243318,5.4632691006012,4.48961718168217,1.94730383783805,0.811376599099188,2.65049689039068,1.46047787837854,2.75868043693724,1.67684497147165,1.51456965165182,1.67684497147165,0.973651918919025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Month","fixed-WA",0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.227583245758477,0,1.22347394213812,0.682388494028194,1.77369660422924,1.92551785516713,1.54062362728997,2.22850185249896,0.777805907849593,0,0.227583245758477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Month","trawl-OR",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
