STLKEY,sample_code,fish_number,species_name,sample_month,sample_day,sample_year,project_code,data_type_code,fish_length,length_type_name,weight_gm,sex_name,maturity,tag_number,ovaries_number,best_age,age_1,age_2,age_3,age_readability_code
20190194,410129-C-19043,92,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,53,NA,3175.15,Male,7,NA,NA,44,44,NA,NA,2
20190194,410129-C-19043,93,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,57,NA,3401.94,Male,7,NA,NA,43,43,NA,NA,2
20190194,410129-C-19043,94,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,48,NA,2267.96,Male,7,NA,NA,19,19,NA,NA,2
20190195,410129-C-19043,95,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,47,NA,1905.09,Male,7,NA,NA,28,28,NA,NA,2
20190195,410129-C-19043,96,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,48,NA,2222.6,Male,7,NA,NA,31,31,NA,NA,2
20190195,410129-C-19043,97,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,50,NA,2585.48,Female,7,NA,NA,31,31,NA,NA,2
20190195,410129-C-19043,98,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,54,NA,3265.87,Female,7,NA,NA,47,47,NA,NA,2
20190194,410129-C-19043,99,Yelloweye Rockfish,7,12,2019,ODFW-IPHC,C,54,NA,3447.3,Male,7,NA,NA,36,36,NA,NA,2
20190036,410129-C-19048,1,Yelloweye Rockfish,6,18,2019,ODFW-IPHC,C,59,NA,2630.84,Female,3,NA,NA,25,25,NA,NA,2
20190051,410129-C-19057,1,Yelloweye Rockfish,6,27,2019,ODFW-IPHC,C,57,NA,3740,Male,7,NA,NA,34,34,NA,NA,2
20190184,410129-C-19058,1,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,50,NA,2080,Male,7,NA,NA,19,19,NA,NA,2
20190181,410129-C-19058,10,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,56,NA,3330,Male,7,NA,NA,47,47,NA,NA,2
20190181,410129-C-19058,11,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,54,NA,2950,Male,7,NA,NA,42,42,NA,NA,2
20190181,410129-C-19058,12,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,55,NA,3130,Female,7,NA,NA,46,46,NA,NA,2
20190181,410129-C-19058,13,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,53,NA,2710,Male,7,NA,NA,42,42,NA,NA,2
20190181,410129-C-19058,14,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,53,NA,2930,Female,6,NA,NA,43,43,NA,NA,2
20190181,410129-C-19058,15,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,56,NA,3240,Female,6,NA,NA,67,67,NA,NA,2
20190181,410129-C-19058,16,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,52,NA,2750,Male,7,NA,NA,35,35,NA,NA,2
20190181,410129-C-19058,17,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,53,NA,2800,Male,7,NA,NA,33,33,NA,NA,2
20190181,410129-C-19058,18,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,50,NA,2700,Male,7,NA,NA,32,32,NA,NA,2
20190181,410129-C-19058,19,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,53,NA,3240,Female,6,NA,NA,46,46,NA,NA,2
20190184,410129-C-19058,2,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,44,NA,1730,Female,4,NA,NA,19,19,NA,NA,2
20190181,410129-C-19058,20,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,49,NA,2300,Male,7,NA,NA,34,34,NA,NA,2
20190181,410129-C-19058,21,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,63,NA,5510,Female,6,NA,NA,77,77,NA,NA,2
20190181,410129-C-19058,22,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,50,NA,2660,Female,6,NA,NA,52,52,NA,NA,2
20190181,410129-C-19058,23,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,54,NA,3120,Male,7,NA,NA,43,43,NA,NA,2
20190183,410129-C-19058,24,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,48,NA,2350,Female,2,NA,NA,23,23,NA,NA,2
20190181,410129-C-19058,25,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,53,NA,2600,Female,6,NA,NA,48,48,NA,NA,2
20190181,410129-C-19058,26,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,46,NA,1870,Male,7,NA,NA,21,21,NA,NA,2
20190181,410129-C-19058,27,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,46,NA,1800,Male,7,NA,NA,22,22,NA,NA,2
20190184,410129-C-19058,3,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,46,NA,1870,Male,7,NA,NA,18,18,NA,NA,2
20190184,410129-C-19058,4,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,49,NA,2180,Male,7,NA,NA,19,19,NA,NA,2
20190183,410129-C-19058,5,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,50,NA,2310,Male,7,NA,NA,22,22,NA,NA,2
20190181,410129-C-19058,6,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,58,NA,3760,Female,6,NA,NA,65,65,NA,NA,2
20190181,410129-C-19058,7,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,54,NA,2820,Male,7,NA,NA,37,37,NA,NA,2
20190181,410129-C-19058,8,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,54,NA,3040,Female,6,NA,NA,43,43,NA,NA,2
20190183,410129-C-19058,9,Yelloweye Rockfish,7,4,2019,ODFW-IPHC,C,45,NA,1690,Male,7,NA,NA,19,19,NA,NA,2
20190206,410129-C-19060,1,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,43,NA,NA,Female,2,NA,NA,13,13,NA,NA,2
20190206,410129-C-19060,10,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,58,NA,3730,Male,7,NA,NA,24,24,NA,NA,2
20190206,410129-C-19060,11,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,58,NA,NA,Female,7,NA,NA,41,41,NA,NA,2
20190206,410129-C-19060,12,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,49,NA,NA,Male,7,NA,NA,28,28,NA,NA,2
20190206,410129-C-19060,13,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,50,NA,NA,Female,7,NA,NA,26,26,NA,NA,2
20190206,410129-C-19060,14,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,45,NA,1730,Female,7,NA,NA,19,19,NA,NA,2
20190206,410129-C-19060,15,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,51,NA,2540,Male,7,NA,NA,24,24,NA,NA,2
20190206,410129-C-19060,16,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,58,NA,3760,Female,7,NA,NA,38,38,NA,NA,2
20190206,410129-C-19060,17,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,37,NA,990,Female,2,NA,NA,11,11,NA,NA,2
20190206,410129-C-19060,18,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,58,NA,3420,Female,7,NA,NA,37,37,NA,NA,2
20190206,410129-C-19060,19,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,50,NA,2380,Female,7,NA,NA,29,29,NA,NA,2
20190206,410129-C-19060,2,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,54,NA,NA,Male,7,NA,NA,28,28,NA,NA,2
20190206,410129-C-19060,20,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,47,NA,1850,Female,7,NA,NA,21,21,NA,NA,2
20190206,410129-C-19060,21,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,56,NA,3080,Female,7,NA,NA,35,35,NA,NA,2
20190206,410129-C-19060,22,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,45,NA,1550,Female,6,NA,NA,23,23,NA,NA,2
20190206,410129-C-19060,23,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,50,NA,2220,Male,7,NA,NA,22,22,NA,NA,2
20190206,410129-C-19060,24,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,48,NA,2070,Female,7,NA,NA,31,31,NA,NA,2
20190206,410129-C-19060,25,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,62,NA,4340,Male,7,NA,NA,41,41,NA,NA,2
20190206,410129-C-19060,26,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,42,NA,1260,Male,2,NA,NA,14,14,NA,NA,2
20190206,410129-C-19060,27,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,54,NA,2750,Male,7,NA,NA,25,25,NA,NA,2
20190206,410129-C-19060,28,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,61,NA,4360,Male,7,NA,NA,37,37,NA,NA,2
20190206,410129-C-19060,29,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,45,NA,1660,Female,7,NA,NA,21,21,NA,NA,2
20190206,410129-C-19060,3,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,49,NA,2700,Female,7,NA,NA,32,32,NA,NA,2
20190206,410129-C-19060,30,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,39,NA,1110,Female,2,NA,NA,11,11,NA,NA,2
20190206,410129-C-19060,31,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,51,NA,2690,Female,7,NA,NA,27,27,NA,NA,2
20190206,410129-C-19060,32,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,51,NA,2590,Female,7,NA,NA,26,26,NA,NA,2
20190206,410129-C-19060,33,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,55,NA,3080,Male,7,NA,NA,33,33,NA,NA,2
20190206,410129-C-19060,34,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,46,NA,1840,Male,2,NA,NA,20,20,NA,NA,2
20190206,410129-C-19060,35,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,53,NA,2850,Female,7,NA,NA,33,33,NA,NA,2
20190206,410129-C-19060,36,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,50,NA,2190,Female,7,NA,NA,24,24,NA,NA,2
20190206,410129-C-19060,37,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,52,NA,2710,Male,7,NA,NA,25,25,NA,NA,2
20190206,410129-C-19060,4,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,48,NA,2160,Female,7,NA,NA,26,26,NA,NA,2
20190206,410129-C-19060,5,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,50,NA,2380,Male,7,NA,NA,27,27,NA,NA,2
20190206,410129-C-19060,6,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,51,NA,2800,Female,7,NA,NA,35,35,NA,NA,2
20190206,410129-C-19060,7,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,41,NA,1310,Female,2,NA,NA,15,15,NA,NA,2
20190206,410129-C-19060,8,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,51,NA,2190,Female,7,NA,NA,30,30,NA,NA,2
20190206,410129-C-19060,9,Yelloweye Rockfish,7,21,2019,ODFW-IPHC,C,57,NA,3650,Male,7,NA,NA,32,32,NA,NA,2
NA,410129-C-21078,1,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,62,NA,4535.92,Female,7,NA,NA,64,64,NA,NA,2
NA,410129-C-21078,10,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,47,NA,1859.73,Male,7,NA,NA,20,20,20,NA,2
NA,410129-C-21078,11,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,46,NA,1769.01,Male,7,NA,NA,20,20,NA,NA,2
NA,410129-C-21078,12,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,52,NA,2630.84,Female,7,NA,NA,33,33,NA,NA,2
NA,410129-C-21078,13,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,53,NA,2721.55,Male,7,NA,NA,29,29,NA,NA,2
NA,410129-C-21078,14,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,54,NA,2721.55,Male,7,NA,NA,33,33,NA,NA,2
NA,410129-C-21078,15,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,48,NA,2267.96,Male,7,NA,NA,25,25,25,NA,2
NA,410129-C-21078,16,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,44,NA,1542.21,Male,7,NA,NA,16,16,NA,NA,2
NA,410129-C-21078,17,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,43,NA,1451.5,Male,7,NA,NA,15,15,NA,NA,2
NA,410129-C-21078,18,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,57,NA,3538.02,Male,7,NA,NA,59,59,NA,NA,2
NA,410129-C-21078,19,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,56,NA,2948.35,Male,7,NA,NA,39,39,NA,NA,2
NA,410129-C-21078,2,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,54,NA,2721.55,Male,7,NA,NA,33,33,NA,NA,2
NA,410129-C-21078,20,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,43,NA,1496.85,Female,2,NA,NA,17,17,17,NA,2
NA,410129-C-21078,21,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,48,NA,1995.81,Female,7,NA,NA,31,31,NA,NA,2
NA,410129-C-21078,22,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,56,NA,3356.58,Male,7,NA,NA,42,42,NA,NA,2
NA,410129-C-21078,23,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,63,NA,4535.92,Male,7,NA,NA,40,40,NA,NA,2
NA,410129-C-21078,24,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,54,NA,3039.07,Female,7,NA,NA,34,34,NA,NA,2
NA,410129-C-21078,25,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,51,NA,2222.6,Female,7,NA,NA,36,36,33,NA,2
NA,410129-C-21078,26,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,47,NA,2041.17,Female,7,NA,NA,29,29,NA,NA,2
NA,410129-C-21078,27,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,49,NA,2313.32,Female,7,NA,NA,30,30,NA,NA,2
NA,410129-C-21078,3,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,46,NA,1769.01,Female,7,NA,NA,22,22,NA,NA,2
NA,410129-C-21078,4,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,56,NA,3628.74,Male,7,NA,NA,39,39,NA,NA,2
NA,410129-C-21078,5,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,57,NA,3674.1,Female,7,NA,NA,37,35,37,NA,2
NA,410129-C-21078,6,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,52,NA,3039.07,Female,7,NA,NA,45,45,NA,NA,2
NA,410129-C-21078,7,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,52,NA,2404.04,Male,7,NA,NA,27,27,NA,NA,2
NA,410129-C-21078,8,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,55,NA,3311.22,Female,7,NA,NA,36,36,NA,NA,2
NA,410129-C-21078,9,Yelloweye Rockfish,6,24,2021,ODFW-IPHC,C,54,NA,2948.35,Male,7,NA,NA,37,37,NA,NA,2
20220295,410129-C-22031,1,Yelloweye Rockfish,7,2,2022,ODFW-IPHC,C,520,NA,2540.12,Female,NA,NA,NA,23,23,21,NA,2
20220295,410129-C-22031,2,Yelloweye Rockfish,7,2,2022,ODFW-IPHC,C,520,NA,2630.84,Male,NA,NA,NA,22,22,NA,NA,2
20220295,410129-C-22031,3,Yelloweye Rockfish,7,2,2022,ODFW-IPHC,C,450,NA,1723.65,Male,NA,NA,NA,15,15,NA,NA,2
NA,410129-C-22037,1,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,3084.43,Male,NA,NA,NA,34,34,NA,NA,2
20220240,410129-C-22037,10,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,3356.58,Male,NA,NA,NA,41,38,41,NA,2
20220240,410129-C-22037,11,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,520,NA,2676.19,Male,NA,NA,NA,26,26,NA,NA,2
20220241,410129-C-22037,12,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2358.68,Male,NA,NA,NA,20,20,NA,NA,2
20220240,410129-C-22037,13,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,560,NA,3356.58,Male,NA,NA,NA,41,41,NA,NA,2
20220242,410129-C-22037,14,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,550,NA,3175.15,Male,NA,NA,NA,44,44,NA,NA,2
20220241,410129-C-22037,15,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,550,NA,3311.22,Male,NA,NA,NA,39,39,37,NA,2
20220241,410129-C-22037,16,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,3129.79,Female,NA,NA,NA,32,32,NA,NA,2
20220240,410129-C-22037,17,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2585.48,Female,NA,NA,NA,32,32,NA,NA,2
20220242,410129-C-22037,18,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,570,NA,3583.38,Male,NA,NA,NA,31,31,NA,NA,2
20220242,410129-C-22037,19,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,580,NA,3628.74,Female,NA,NA,NA,41,41,NA,NA,2
20220240,410129-C-22037,2,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,510,NA,2676.19,Male,NA,NA,NA,35,35,NA,NA,2
20220241,410129-C-22037,20,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,3492.66,Male,NA,NA,NA,39,39,41,NA,2
20220242,410129-C-22037,21,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,460,NA,1678.29,Female,NA,NA,NA,16,16,NA,NA,2
20220241,410129-C-22037,22,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,570,NA,3810.18,Male,NA,NA,NA,40,40,NA,NA,2
20220245,410129-C-22037,23,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,3039.07,Female,NA,NA,NA,38,38,NA,NA,2
NA,410129-C-22037,24,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,2993.71,Female,NA,NA,NA,44,44,NA,NA,2
20220241,410129-C-22037,25,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,440,NA,1905.09,Female,6,NA,NA,19,19,19,NA,2
20220242,410129-C-22037,26,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,540,NA,2812.27,Male,NA,NA,NA,30,30,NA,NA,2
20220242,410129-C-22037,27,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,480,NA,1995.81,Male,NA,NA,NA,19,19,NA,NA,2
20220241,410129-C-22037,28,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,490,NA,2404.04,Female,NA,NA,NA,33,33,NA,NA,2
20220242,410129-C-22037,29,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,600,NA,4309.13,Male,NA,NA,NA,58,58,NA,NA,2
20220240,410129-C-22037,3,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,3492.66,Male,NA,NA,NA,41,41,NA,NA,2
20220242,410129-C-22037,30,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,550,NA,2721.55,Male,NA,NA,NA,31,31,31,NA,2
20220242,410129-C-22037,31,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2449.4,Female,NA,NA,NA,39,39,NA,NA,2
20220241,410129-C-22037,32,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,490,NA,2358.68,Male,NA,NA,NA,18,18,NA,NA,2
20220241,410129-C-22037,33,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,440,NA,1542.21,Male,NA,NA,NA,19,19,NA,NA,2
NA,410129-C-22037,34,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,560,NA,3900.89,Male,NA,NA,NA,41,41,NA,NA,2
20220242,410129-C-22037,35,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,520,NA,2902.99,Male,NA,NA,NA,30,30,31,NA,2
20220242,410129-C-22037,36,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,550,NA,3401.94,Male,NA,NA,NA,32,32,NA,NA,2
20220240,410129-C-22037,37,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,510,NA,2630.84,Female,6,NA,NA,27,27,NA,NA,2
20220242,410129-C-22037,38,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,520,NA,2812.27,Male,NA,NA,NA,43,43,NA,NA,2
20220241,410129-C-22037,39,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,NA,NA,2449.4,Male,NA,NA,NA,23,23,NA,NA,2
NA,410129-C-22037,4,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2494.76,Female,NA,NA,NA,31,31,NA,NA,2
20220242,410129-C-22037,40,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,2540.12,Female,NA,NA,NA,30,28,30,NA,2
20220241,410129-C-22037,41,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,490,NA,2812.27,Male,NA,NA,NA,36,36,NA,NA,2
20220240,410129-C-22037,42,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2812.27,Female,NA,NA,NA,41,41,NA,NA,2
20220245,410129-C-22037,43,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2449.4,Male,NA,NA,NA,21,21,NA,NA,2
20220242,410129-C-22037,44,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,510,NA,2948.35,Male,NA,NA,NA,30,30,NA,NA,2
20220240,410129-C-22037,45,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2630.84,Female,NA,NA,NA,32,30,32,NA,2
20220241,410129-C-22037,46,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,560,NA,3538.02,Male,NA,NA,NA,35,35,NA,NA,2
20220242,410129-C-22037,47,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,550,NA,3039.07,Male,NA,NA,NA,33,33,NA,NA,2
20220242,410129-C-22037,48,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,540,NA,3311.22,Male,NA,NA,NA,39,39,NA,NA,2
NA,410129-C-22037,49,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,540,NA,2993.71,Male,NA,NA,NA,32,32,NA,NA,2
20220242,410129-C-22037,5,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,450,NA,1678.29,Female,NA,NA,NA,20,20,20,NA,2
20220242,410129-C-22037,50,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,540,NA,2948.35,Male,NA,NA,NA,38,35,38,NA,2
20220241,410129-C-22037,51,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,560,NA,3628.74,Male,NA,NA,NA,43,43,NA,NA,2
20220242,410129-C-22037,52,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,550,NA,3583.38,Female,NA,NA,NA,46,46,NA,NA,2
NA,410129-C-22037,53,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,470,NA,2676.19,Female,NA,NA,NA,32,32,NA,NA,2
20220242,410129-C-22037,54,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,480,NA,2177.24,Female,NA,NA,NA,23,23,NA,NA,2
NA,410129-C-22037,55,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,520,NA,2721.55,Male,NA,NA,NA,26,26,27,NA,2
20220241,410129-C-22037,56,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,540,NA,3084.43,Male,NA,NA,NA,40,40,NA,NA,2
20220242,410129-C-22037,57,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,2948.35,Male,NA,NA,NA,28,28,NA,NA,2
20220242,410129-C-22037,58,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,520,NA,2993.71,Male,NA,NA,NA,26,26,NA,NA,2
20220241,410129-C-22037,59,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,490,NA,2494.76,Female,NA,NA,NA,34,34,NA,NA,2
20220241,410129-C-22037,6,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,570,NA,3810.18,Female,NA,NA,NA,41,41,NA,NA,2
20220242,410129-C-22037,60,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,450,NA,1678.29,Female,NA,NA,NA,15,15,15,NA,2
NA,410129-C-22037,61,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,480,NA,2131.88,Female,6,NA,NA,27,27,NA,NA,2
20220242,410129-C-22037,62,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2540.12,Male,NA,NA,NA,19,19,NA,NA,2
20220240,410129-C-22037,63,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2313.32,Female,NA,NA,NA,35,35,NA,NA,2
NA,410129-C-22037,64,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,480,NA,2086.52,Female,NA,NA,NA,23,23,NA,NA,2
20220240,410129-C-22037,65,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,540,NA,3039.07,Female,NA,NA,NA,43,43,43,NA,2
NA,410129-C-22037,66,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,520,NA,2585.48,Female,NA,NA,NA,31,31,NA,NA,2
20220242,410129-C-22037,67,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,550,NA,2948.35,Male,NA,NA,NA,38,38,NA,NA,2
20220242,410129-C-22037,68,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,480,NA,2041.17,Male,NA,NA,NA,20,20,NA,NA,2
20220241,410129-C-22037,69,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,490,NA,2267.96,Male,NA,NA,NA,20,20,NA,NA,2
20220242,410129-C-22037,7,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,480,NA,2086.52,Female,NA,NA,NA,22,22,NA,NA,2
20220240,410129-C-22037,70,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,3129.79,Male,NA,NA,NA,32,32,30,NA,2
NA,410129-C-22037,71,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,470,NA,2676.19,Female,4,NA,NA,25,25,NA,NA,2
20220240,410129-C-22037,72,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,500,NA,2540.12,Female,NA,NA,NA,35,35,NA,NA,2
20220242,410129-C-22037,73,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,2721.55,Male,NA,NA,NA,39,39,NA,NA,2
20220242,410129-C-22037,74,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,470,NA,2177.24,Male,NA,NA,NA,18,18,NA,NA,2
20220232,410129-C-22037,75,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,570,NA,3719.46,Female,NA,NA,NA,63,59,63,NA,2
20220240,410129-C-22037,8,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,580,NA,3674.1,Male,NA,NA,NA,61,61,NA,NA,2
NA,410129-C-22037,9,Yelloweye Rockfish,6,24,2022,ODFW-IPHC,C,530,NA,2993.71,Male,NA,NA,NA,34,34,NA,NA,2
