RecFIN Year,RecFIN Month,RecFIN Week,Agency,District Name,RecFIN Mode Name,RecFIN Water_Area Name,RecFIN Subregion Name,RecFIN Trip Type Name,Species Name,Retained (# fish),Retained (mt),Released Alive (# fish),Released Alive (mt),Released Dead (# fish),Released Dead (mt),Total Mortality (# fish),Total Mortality (mt)
1991,4,14,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,4,15,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,22,0.056,-,-,-,-,22,0.056
1991,4,16,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,41,0.105,-,-,-,-,41,0.105
1991,4,17,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,26,0.067,-,-,-,-,26,0.067
1991,4,18,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,34,0.087,-,-,-,-,34,0.087
1991,5,18,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,44,0.113,-,-,-,-,44,0.113
1991,5,19,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,53,0.136,-,-,-,-,53,0.136
1991,5,20,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,62,0.159,-,-,-,-,62,0.159
1991,5,21,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,155,0.398,-,-,-,-,155,0.398
1991,5,22,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,61,0.157,-,-,-,-,61,0.157
1991,6,22,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1991,6,23,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,70,0.18,-,-,-,-,70,0.18
1991,6,24,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,102,0.262,-,-,-,-,102,0.262
1991,6,25,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,90,0.231,-,-,-,-,90,0.231
1991,6,26,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1991,6,26,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,386,0.991,-,-,-,-,386,0.991
1991,7,27,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1991,7,27,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,147,0.377,-,-,-,-,147,0.377
1991,7,28,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,7,28,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,271,0.696,-,-,-,-,271,0.696
1991,7,29,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,202,0.519,-,-,-,-,202,0.519
1991,7,30,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,271,0.696,-,-,-,-,271,0.696
1991,7,31,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,30,0.077,-,-,-,-,30,0.077
1991,8,31,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,32,0.082,-,-,-,-,32,0.082
1991,8,31,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,65,0.167,-,-,-,-,65,0.167
1991,8,32,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,403,1.034,-,-,-,-,403,1.034
1991,8,33,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,826,2.12,-,-,-,-,826,2.12
1991,8,34,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,240,0.616,-,-,-,-,240,0.616
1991,8,35,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,261,0.67,-,-,-,-,261,0.67
1991,9,36,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,155,0.398,-,-,-,-,155,0.398
1991,9,37,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,204,0.524,-,-,-,-,204,0.524
1991,9,38,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,48,0.123,-,-,-,-,48,0.123
1991,9,39,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,30,0.077,-,-,-,-,30,0.077
1991,4,16,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1991,4,18,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,26,0.067,-,-,-,-,26,0.067
1991,4,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1991,4,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,11,0.028,-,-,-,-,11,0.028
1991,5,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,12,0.031,-,-,-,-,12,0.031
1991,5,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1991,5,18,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1991,5,19,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,24,0.062,-,-,-,-,24,0.062
1991,5,19,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,20,0.051,-,-,-,-,20,0.051
1991,5,19,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,42,0.108,-,-,-,-,42,0.108
1991,5,20,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,67,0.172,-,-,-,-,67,0.172
1991,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,30,0.077,-,-,-,-,30,0.077
1991,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1991,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1991,5,21,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,56,0.144,-,-,-,-,56,0.144
1991,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,11,0.028,-,-,-,-,11,0.028
1991,5,22,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,21,0.054,-,-,-,-,21,0.054
1991,5,22,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,27,0.069,-,-,-,-,27,0.069
1991,5,22,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,24,0.062,-,-,-,-,24,0.062
1991,6,22,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,6,22,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1991,6,22,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1991,6,23,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,28,0.072,-,-,-,-,28,0.072
1991,6,23,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,5,0.013,-,-,-,-,5,0.013
1991,6,23,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,159,0.408,-,-,-,-,159,0.408
1991,6,24,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1991,6,24,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,6,24,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1991,6,24,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,41,0.105,-,-,-,-,41,0.105
1991,6,25,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,35,0.09,-,-,-,-,35,0.09
1991,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Anything/Other Species,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1991,6,25,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,44,0.113,-,-,-,-,44,0.113
1991,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,33,0.085,-,-,-,-,33,0.085
1991,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,11,0.028,-,-,-,-,11,0.028
1991,7,27,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,113,0.29,-,-,-,-,113,0.29
1991,7,27,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1991,7,27,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,65,0.167,-,-,-,-,65,0.167
1991,7,27,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1991,7,28,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,11,0.028,-,-,-,-,11,0.028
1991,7,28,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,46,0.118,-,-,-,-,46,0.118
1991,7,28,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,7,28,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,14,0.036,-,-,-,-,14,0.036
1991,7,29,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,28,0.072,-,-,-,-,28,0.072
1991,7,29,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1991,7,29,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,94,0.241,-,-,-,-,94,0.241
1991,7,29,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1991,7,29,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,7,29,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1991,7,30,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,30,0.077,-,-,-,-,30,0.077
1991,7,30,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,5,0.013,-,-,-,-,5,0.013
1991,7,30,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,27,0.069,-,-,-,-,27,0.069
1991,7,30,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,14,0.036,-,-,-,-,14,0.036
1991,7,31,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1991,7,31,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,5,0.013,-,-,-,-,5,0.013
1991,7,31,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1991,8,31,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,43,0.11,-,-,-,-,43,0.11
1991,8,32,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,8,32,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1991,8,32,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,40,0.103,-,-,-,-,40,0.103
1991,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,8,34,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,87,0.223,-,-,-,-,87,0.223
1991,8,35,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,8,35,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,10,0.026,-,-,-,-,10,0.026
1991,8,35,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1991,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,25,0.064,-,-,-,-,25,0.064
1991,9,37,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1991,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,73,0.187,-,-,-,-,73,0.187
1991,9,38,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,15,0.039,-,-,-,-,15,0.039
1991,9,39,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,6,22,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,6,23,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,12,0.031,-,-,-,-,12,0.031
1991,6,24,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1991,6,25,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,12,0.031,-,-,-,-,12,0.031
1991,6,26,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,7,27,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,20,0.051,-,-,-,-,20,0.051
1991,7,28,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1991,7,29,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,116,0.298,-,-,-,-,116,0.298
1991,7,30,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,89,0.228,-,-,-,-,89,0.228
1991,7,31,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,20,0.051,-,-,-,-,20,0.051
1991,8,31,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,35,0.09,-,-,-,-,35,0.09
1991,9,36,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,24,0.062,-,-,-,-,24,0.062
1991,9,37,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,127,0.326,-,-,-,-,127,0.326
1992,4,15,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,47,0.121,-,-,-,-,47,0.121
1992,4,16,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1992,4,17,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,10,0.026,-,-,-,-,10,0.026
1992,4,18,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,23,0.059,-,-,-,-,23,0.059
1992,5,18,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,48,0.123,-,-,-,-,48,0.123
1992,5,19,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,122,0.313,-,-,-,-,122,0.313
1992,5,20,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,110,0.282,-,-,-,-,110,0.282
1992,5,21,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,172,0.442,-,-,-,-,172,0.442
1992,5,22,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,108,0.277,-,-,-,-,108,0.277
1992,6,23,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,71,0.182,-,-,-,-,71,0.182
1992,6,24,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,94,0.241,-,-,-,-,94,0.241
1992,6,25,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,109,0.28,-,-,-,-,109,0.28
1992,6,26,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,255,0.655,-,-,-,-,255,0.655
1992,6,27,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,298,0.765,-,-,-,-,298,0.765
1992,7,27,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,87,0.223,-,-,-,-,87,0.223
1992,7,28,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,39,0.1,-,-,-,-,39,0.1
1992,7,28,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,82,0.21,-,-,-,-,82,0.21
1992,7,29,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,39,0.1,-,-,-,-,39,0.1
1992,7,29,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,225,0.578,-,-,-,-,225,0.578
1992,7,29,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1992,7,30,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,212,0.544,-,-,-,-,212,0.544
1992,7,30,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1992,7,31,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1992,7,31,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,21,0.054,-,-,-,-,21,0.054
1992,8,31,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,99,0.254,-,-,-,-,99,0.254
1992,8,32,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1992,8,32,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,53,0.136,-,-,-,-,53,0.136
1992,8,33,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,94,0.241,-,-,-,-,94,0.241
1992,8,34,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,19,0.049,-,-,-,-,19,0.049
1992,8,34,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,259,0.665,-,-,-,-,259,0.665
1992,8,35,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,52,0.133,-,-,-,-,52,0.133
1992,8,36,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,25,0.064,-,-,-,-,25,0.064
1992,8,36,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,22,0.056,-,-,-,-,22,0.056
1992,9,36,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1992,9,36,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,41,0.105,-,-,-,-,41,0.105
1992,9,36,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1992,9,37,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,36,0.092,-,-,-,-,36,0.092
1992,9,37,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,2,0.005,-,-,-,-,2,0.005
1992,9,38,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,56,0.144,-,-,-,-,56,0.144
1992,9,39,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1992,9,40,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1992,9,40,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,4,0.01,-,-,-,-,4,0.01
1992,10,40,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,6,0.015,-,-,-,-,6,0.015
1992,4,18,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1992,4,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,8,0.021,-,-,-,-,8,0.021
1992,5,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,29,0.074,-,-,-,-,29,0.074
1992,5,18,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,28,0.072,-,-,-,-,28,0.072
1992,5,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,13,0.033,-,-,-,-,13,0.033
1992,5,18,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,15,0.039,-,-,-,-,15,0.039
1992,5,19,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,-,-,-,-,1,0.003
1992,5,19,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,5,0.013,-,-,-,-,5,0.013
1992,5,19,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,9,0.023,-,-,-,-,9,0.023
1992,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,3,0.008,-,-,-,-,3,0.008
1992,5,20,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,85,0.218,-,-,-,-,85,0.218
1992,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,56,0.144,-,-,-,-,56,0.144
1992,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,12,0.031,-,-,-,-,12,0.031
1992,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,98,0.252,-,-,-,-,98,0.252
